,title,theme,key_words,url
6173,"NEW HORIZONS                            
      PEPSSI PLUTO ENCOUNTER                                                  
      RAW V3.0",earth science,new horizons,https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=NH-P-PEPSSI-2-PLUTO-V3.0
6174,VG1 LECP 0.4S HIGH RESOLUTION JUPITER FAR ENCOUNTER DATA,earth science,"voyager,jupiter",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=VG1-J-LECP-3-RDR-FAR-ENC-400MSEC-V1.0
6175,MODIS/Aqua Calibrated Radiances 5-Min L1B Swath 1km,"esip,aqua,geospatial","ngda,national geospatial data asset,infrared wavelengths,visible wavelengths,spectral/engineering,earth science",https://doi.org/10.5067/MODIS/MYD021KM.061
6176,ROSETTA-ORBITER 67P OSIWAC 2 ESC1-MTP012 EDR V3.0,earth science,"international rosetta mission,vega,bias,dark,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSIWAC-2-ESC1-67PCHURYUMOV-M12-V3.0
6177,Efficient Matlab Programs,,"ames,dashlink,nasa",https://c3.nasa.gov/dashlink/resources/9/
6178,JGOFS_WOCE,geospatial,"oceans,ocean optics,ocean chemistry,ocean temperature,salinity/density,earth science,ngda,national geospatial data asset",https://doi.org/10.5067/SeaBASS/JGOFS_WOCE/DATA001
6179,"Aerospace Systems Monitor, Phase II",,"ames research center,completed",https://techport.nasa.gov/view/10128
6180,FIRE_AX_CMS_SOLAR_MN,"fire,geospatial",,https://cmr.earthdata.nasa.gov:443/search/concepts/C1000001002-LARC_ASDC.html
6181,MODIS Cloud Regimes and Cloud-Precipitation Hybrid Regimes (MODIS-IMERG),earth science,"cloud,imerg,cloud regime,cloud-precipitation hybrid regime,modis,precipitation",https://data.nasa.gov/d/68sc-yhe3
6182,NPP Visible Infrared Imager-Radiometer Suite (VIIRS) Normalized Difference Vegetation Index Land Reflectance Global Data,geospatial,"earth science,biosphere,vegetation,ngda,national geospatial data asset",https://doi.org/10.5067/NPP/VIIRS/L3B/LAND/2014
6183,Ultra-Low Power Extreme Environment Capable Avionics System-on-a-Chip,,"jet propulsion laboratory,completed",https://techport.nasa.gov/view/12170
6184,MISR Level 1B2 Terrain Data subset for the UAE region V003,"uae_2004,geospatial","earth science,spectral/engineering,visible wavelengths",https://cmr.earthdata.nasa.gov:443/search/concepts/C1627523795-LARC.html
6185,"Radiation Hardened Ethernet PHY and Switch Fabric, Phase I",,"completed,langley research center",https://techport.nasa.gov/view/9117
6186,"Terra Moderate Resolution Imaging Spectroradiometer (MODIS) Particulate Inorganic Carbon (PIC) Global Mapped Data, reprocessing v2018",geospatial,"earth science,oceans,ocean chemistry,ngda,national geospatial data asset",https://doi.org/10.5067/TERRA/MODIS/L3M/PIC/2018
6187,ROSETTA-ORBITER CHECKOUT OSINAC 4 RVM1 RDR V1.0,earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-X-OSINAC-4-RVM1-CHECKOUT-V1.0
6188,PDS Odyssey Radio Science Data (52),earth science,"rss,pds",https://pds.jpl.nasa.gov/tools/subscription_service/SS-Release.shtml
6189,"Highly Efficient FUV Photodetector with AlGaN Nanowire Photocathode, Phase II",,"goddard space flight center,completed",https://techport.nasa.gov/view/8563
6190,Intercalation of Carbon Nanotube Fibers to Improve their Conductivity,,"glenn research center,completed",https://techport.nasa.gov/view/12947
6191,VEGA1 CRUISE MAGNETOMETER DATA,earth science,"vega 1,halley,1p/halley 1 (1682 q1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=VEGA1-SW-MISCHA-3-RDR-CRUISE-V1.0
6192,"Mobile Passive MWIR Gas Imager, Phase I",,"completed,glenn research center",https://techport.nasa.gov/view/33163
6193,PDS Deep Impact Data Release 1,earth science,"pds,its,mri",https://pds.jpl.nasa.gov/tools/subscription_service/SS-Release.shtml
6194,"Hall Effect Thruster for High Power Solar Electric Propulsion Technology Demonstration, Phase I",,"glenn research center,completed",https://techport.nasa.gov/view/16574
6195,FIRE_CI2_UTAH_PDL,"fire,geospatial","national geospatial data asset,ngda",https://cmr.earthdata.nasa.gov:443/search/concepts/C1000001172-LARC_ASDC.html
6196,"Mini-Treadmill for Musculoskeletal Health, Phase II",,"glenn research center,completed",https://techport.nasa.gov/view/6482
6197,LRO MOON LASER ALTIMETER 4 GDR V1.0,earth science,"lunar reconnaissance orbiter,moon",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=LRO-L-LOLA-4-GDR-V1.0
6198,"Ground-Based Global Navigation Satellite System (GNSS) Observation Data (1-second sampling, sub-hourly files) from NASA CDDIS","igs,geospatial","earth science,solid earth,geodetics,gravity/gravitational field,tectonics",https://doi.org/10.5067/GNSS/GNSS_HIGHRATE_O_001
6199,NPP Visible Infrared Imager-Radiometer Suite (VIIRS) Normalized Difference Vegetation Index Land Reflectance Global Mapped Data,geospatial,"ngda,vegetation,earth science,biosphere,national geospatial data asset",https://doi.org/10.5067/NPP/VIIRS/L3m/LAND/2018
6200,Novel Methodology for Control and Stabilization of Spacecraft with Captured Asteroid,,"jet propulsion laboratory,completed",https://techport.nasa.gov/view/91747
6201,IMARPE-Callao_Station,geospatial,"earth science,oceans,ocean chemistry,ocean optics,ocean temperature,salinity/density",https://doi.org/10.5067/SeaBASS/IMARPE-CALLAO_STATION/DATA001
6202,Development of High-Reflectivity Optical Coatings for the Vacuum Ultraviolet and Verification on a Sounding Rocket Flight,,"university of colorado at boulder,completed",https://techport.nasa.gov/view/91645
6203,FIREX-AQ DC8 In-Situ Meteorological and Navigational Data,"firex-aq,geospatial","earth science,atmosphere,atmospheric winds,atmospheric temperature,atmospheric water vapor",https://doi.org/10.5067/ASDC/FIREXAQ_MetNav_AircraftInSitu_DC8_Data_1
6204,BOREAS TE-18 Landsat TM Maximum Likelihood Classification Image of the SSA,"boreas,geospatial","earth science,land surface,land use/land cover",https://doi.org/10.3334/ORNLDAAC/430
6205,CERES ERBE-like Instantaneous TOA Estimates Aqua FM4 Edition4,"ceres,geospatial","atmosphere,national geospatial data asset,atmospheric radiation,earth science,ngda",https://doi.org/10.5067/AQUA/CERES/ES8-FM4_L2.004
6206,ROSETTA-ORBITER 67P OSIWAC 4 EXT3-MTP031 RDR V1.0,earth science,"international rosetta mission,16 cyg b,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSIWAC-4-EXT3-67PCHURYUMOV-M31-V1.0
6207,"JPL GRACE and GRACE-FO Mascon Ocean, Ice, and Hydrology Equivalent Water Height Coastal Resolution Improvement (CRI) Filtered Release 06 Version 02","grace,geospatial","earth science,solid earth,gravity/gravitational field",https://doi.org/10.5067/TEMSC-3JC62
6208,MARS EXPRESS ASPERA-3 CAL RDR ELECTRON SPECTROMTR EXT2 V1.0,earth science,"mars express,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MEX-M-ASPERA3-3-RDR-ELS-EXT2-V1.0
6209,High Resolution Altitude Corrected Precipitation based on TMPA and other sources L4 Monthly 1 km x 1 km V1 (HRAC_Precip) at GES DISC,"hrac,geospatial","earth science,atmosphere,precipitation",https://doi.org/10.5067/8115OXI2F5SB
6210,VEGA2 TV SYSTEM IMAGES TRANSFORMED BY IKF V1.0,earth science,"vega 2,halley",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=VEGA2-C-TVS-5-RDR-HALLEY-TRANSFORM-V1.0
6211,SMAPVEX16 Manitoba Core-Based In Situ Soil Moisture Data V001,"smapvex16 manitoba,geospatial","earth science,land surface,soils",https://doi.org/10.5067/D4YA3124Y3BR
6212,"Trapped Gas Composition and Chronology of the Vostok Ice Core, Version 1",geospatial,"earth science,paleoclimate,ice core records,cryosphere,snow/ice,terrestrial hydrosphere,atmosphere,atmospheric chemistry,ocean/lake records",https://doi.org/doi:10.7265/N5P26W12
6213,NEAR NIS SPECTRA FOR EARTH,earth science,"near earth asteroid rendezvous,earth,moon",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=NEAR-A-NIS-2-EDR-EARTH-V1.0
6214,"ROSETTA-ORBITER SW RPCLAP 2
CR2 EDITED2 V1.0",earth science,"international rosetta mission,solar wind",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-SS-RPCLAP-2-CR2-EDITED2-V1.0
6215,VOYAGER 2 SATURN PLASMA DERIVED ION FITS 96 SEC,earth science,"saturn,voyager,comet sl9/jupiter collision",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=VG2-S-PLS-5-ION-FIT-96.0SEC
6216,"ROSETTA-ORBITER 67P RSI 1/2/3
                                     COMET ESCORT 1 0570 V1.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RSI-1%2F2%2F3-ESC1-0570-V1.0
6217,HURRICANE AND SEVERE STORM SENTINEL (HS3) FLIGHT REPORTS V1,"hs3,geospatial","earth science,spectral/engineering,platform characteristics,atmosphere,weather events",https://doi.org/10.5067/HS3/REPORTS/DATA101
6218,INTEXA_DC8_AIRCRAFT,"intexa,geospatial","national geospatial data asset,ngda",https://cmr.earthdata.nasa.gov:443/search/concepts/C1000000480-LARC_ASDC.html
6219,"MARS EXPRESS MARS MRS 1/2/3
                                     EXTENDED MISSION 5 3801 V1.0",earth science,"mars express,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MEX-M-MRS-1%2F2%2F3-EXT5-3801-V1.0
6220,ROSETTA-ORBITER CHECKOUT OSIWAC 2 CVP2 EDR V1.0,earth science,"international rosetta mission,earth,vega,venus,16 cyg b,bias,dark,58 aql,m42,area 98",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-X-OSIWAC-2-CVP2-CHECKOUT-V1.0
6221,PDS Software Release Tools Package (4.8),earth science,"tool,pds",https://pds.jpl.nasa.gov/tools/subscription_service/SS-Release.shtml
6222,"MERRA-2 inst1_2d_asm_Nx: 2d,1-Hourly,Instantaneous,Single-Level,Assimilation,Single-Level Diagnostics 0.625 x 0.5 degree V5.12.4 (M2I1NXASM) at GES DISC","merra-2,geospatial","ngda,national geospatial data asset,earth science,atmosphere,atmospheric chemistry,atmospheric pressure,atmospheric temperature,atmospheric water vapor,atmospheric winds",https://doi.org/10.5067/3Z173KIE2TPD
6223,USGS Group on Earth Observations (GEO) Global Agricultural Monitoring (GLAM) Ukraine,"cwic,glam,geospatial","earth science,agriculture,agricultural plant science,food science,plant commodities",https://cmr.earthdata.nasa.gov:443/search/concepts/C1220567930-USGS_LTA.html
6224,"CALIPSO Lidar Level 3 Tropospheric Aerosol Profiles, All Sky Data, Standard V4-20","calipso,geospatial","earth science,atmosphere,aerosols",https://doi.org/10.5067/CALIOP/CALIPSO/CAL_LID_L3_Tropospheric_APro_AllSky-Standard-V4-20
6225,"Structural-Health Aware Failure-Tolerant Engineered to Respond (SAFER) Additively Manufactured Systems, Phase I",,"active,langley research center",https://techport.nasa.gov/view/93783
6226,TES/Aura L2 Ammonia Nadir Special Observation V007,"tes,geospatial","earth science,atmosphere,atmospheric chemistry,air quality,clouds,atmospheric temperature",https://doi.org/10.5067/AURA/TES/TL2NH3NS_L2.007
6227,"LBA-ECO LC-21 Soil Characteristics, Logged Areas, Tapajos Forest, Para, Brazil: 2003","lba-eco,geospatial","earth science,biosphere,vegetation,land surface,soils",https://doi.org/10.3334/ORNLDAAC/1236
6228,"LBA-ECO CD-10 H2O Profiles at km 67 Tower Site, Tapajos National Forest","lba-eco,geospatial","earth science,atmosphere,atmospheric water vapor",https://doi.org/10.3334/ORNLDAAC/861
6229,"LBA-ECO CD-10 CO2 Profiles at km 67 Tower Site, Tapajos National Forest","lba-eco,geospatial","earth science,atmosphere,atmospheric chemistry",https://doi.org/10.3334/ORNLDAAC/855
6230,"Carbon-Carbon High Melt Coating for Nozzle Extensions, Phase II",,"completed,glenn research center",https://techport.nasa.gov/view/9565
6231,"Venus Altitude Cycling Balloon, Phase I",,"completed,jet propulsion laboratory",https://techport.nasa.gov/view/17881
6232,"Flexible Screen Propellant Management Device for Near Term In-Space Demonstration, Phase I",,"marshall space flight center,completed",https://techport.nasa.gov/view/8885
6233,ASTEROID DYNAMICAL FAMILIES V3.0,earth science,"support archives,asteroid",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=EAR-A-5-DDR-FAMILY-V3.0
6234,"Reinforcement Learning For Coordination And Control of Swarming Satellites, Phase I",,"jet propulsion laboratory,active",https://techport.nasa.gov/view/93729
6235,"LBA-ECO CD-32 Flux Tower Network Data Compilation, Brazilian Amazon: 1999-2006","lba-eco,geospatial","earth science,atmosphere,atmospheric chemistry,atmospheric radiation,atmospheric temperature,atmospheric winds,biosphere,ecological dynamics",https://doi.org/10.3334/ORNLDAAC/1174
6236,MISR Level 3 Component Global Aerosol product in netCDF format covering a day V004,"misr,geospatial","earth science,atmosphere,aerosols,air quality",https://doi.org/10.5067/Terra/MISR/MIL3DAEN_L3.004
6237,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Satellite F10 V2c (GSSTF_F10) at GES DISC","measures,geospatial","earth science,atmosphere,atmospheric pressure,atmospheric temperature,atmospheric water vapor,atmospheric winds,atmospheric radiation,oceans,ocean heat budget,ocean pressure,ocean temperature,ocean winds",https://doi.org/10.5067/MEASURES/GSSTF/DATA322
6238,Testing Now,space science,"a,this,test,is",https://data.nasa.gov/d/69wk-iy5c
6239,MODIS/Aqua Clouds 1km and 5km 5-Min L2 Narrow Swath Subset along CloudSat V002 (MAC06S0) at GES DISC,"atdd,geospatial","earth science,atmosphere,clouds,ngda,national geospatial data asset",https://cmr.earthdata.nasa.gov:443/search/concepts/C1236350949-GES_DISC.html
6240,ASTEROID NAMES AND DISCOVERY V7.0,earth science,"support archives,asteroid",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=EAR-A-5-DDR-ASTNAMES-DISCOVERY-V7.0
6241,MLS/Aura Level 2 Relative Humidity With Respect To Ice V004 (ML2RHI) at GES DISC,"aura,geospatial","ngda,earth science,atmosphere,atmospheric water vapor,national geospatial data asset",https://doi.org/10.5067/Aura/MLS/DATA2019
6242,"Rapid Robot Design Validation, Phase I",,"jet propulsion laboratory,completed",https://techport.nasa.gov/view/5473
6243,WACS2,geospatial,"earth science,oceans,ocean chemistry,ocean optics,ocean temperature,salinity/density",https://doi.org/10.5067/SeaBASS/WACS2/DATA001
6244,"A Fiber Raman Spectrometer for Field Detecting Geological Materials, Phase I",,"completed,ames research center",https://techport.nasa.gov/view/6993
6245,"Methane Concentrations from the WAIS Divide Ice Core (WDC06A), 60 to 11,300 ybp, Version 1",geospatial,"earth science,cryosphere,snow/ice,paleoclimate,ice core records",https://doi.org/doi:10.7265/N5J1013R
6246,LADEE Neutral Mass Spectrometer Data,earth science,"ladee,moon",https://pds.nasa.gov/ds-view/pds/viewBundle.jsp?identifier=urn%3Anasa%3Apds%3Aladee_nms&version=1.0
6247,Multi Satellite Cooperative and Non-Cooperative Trajectory Coordination,,"university of colorado at boulder,active",https://techport.nasa.gov/view/93936
6248,"An Airborne Particulate Monitor for Spacecraft, Phase I",,"completed,glenn research center",https://techport.nasa.gov/view/33320
6249,"Cryogenic Propellant Insulation Program, Phase I",,"completed,kennedy space center",https://techport.nasa.gov/view/7391
6250,"NCEP/DOE Reanalysis II in HDF-EOS5, for GSSTF2c, 1x1 deg Monthly grid V2c (GSSTFM_NCEP) at GES DISC","measures,geospatial","earth science,atmosphere,atmospheric pressure,atmospheric temperature,atmospheric water vapor,atmospheric winds,atmospheric radiation,oceans,ocean heat budget,ocean pressure,ocean temperature,ocean winds",https://doi.org/10.5067/MEASURES/GSSTF/DATA318
6251,VIIRS/NPP Imagery Resolution Terrain-Corrected Geolocation L1 6-Min Swath 375m,"suomi-npp,geospatial","solid earth,national geospatial data asset,ngda,geodetics,earth science,spectral/engineering,sensor characteristics",http://doi.org/10.5067/VIIRS/VNP03IMG.001
6252,INTEXB_J31_AIRCRAFT,"intexb,geospatial",,https://cmr.earthdata.nasa.gov:443/search/concepts/C1000000540-LARC_ASDC.html
6253,ATom: Measurements of Soluble Acidic Gases and Aerosols (SAGA),"atom,geospatial","earth science,atmosphere,aerosols,air quality",https://doi.org/10.3334/ORNLDAAC/1748
6254,OrbView-2 Sea-Viewing WIde Field-of-view Sensor (SeaWiFS) Inherent Optical Properties (IOP) Global Mapped Data,geospatial,"ocean optics,ngda,national geospatial data asset,earth science,oceans",https://doi.org/10.5067/ORBVIEW-2/SEAWIFS/L3M/IOP/2018
6255,"Earth Radiation Budget Experiment (ERBE) S-4G Nonscanner,Medium Field of View (MFOV) Shape Factor (SF) 10 degree Regional Averages in HDF","erbe,geospatial","earth science,atmosphere,atmospheric radiation",https://doi.org/10.5067/ERBE/S4G_MFOV_SF_L3
6256,Monolithic Compliant Space Mechanisms Design Strategies,,active,https://techport.nasa.gov/view/91551
6257,GLAS/ICESat L2 Global Planetary Boundary Layer and Elevated Aerosol Layer Heights (HDF5) V033,geospatial,"earth science,atmosphere,aerosols,altitude",https://doi.org/10.5067/ICESAT/GLAS/DATA201
6258,52 COLOR ASTEROID SURVEY V1.0,earth science,"support archives,asteroid",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=EAR-A-RDR-3-52COLOR-V1.0
6259,"Correlation Radiometer ASIC, Phase I",,"active,jet propulsion laboratory",https://techport.nasa.gov/view/93428
6260,"Anthony Pro - Human Automation Interaction in Aerospace Systems, Phase I",,"completed,ames research center",https://techport.nasa.gov/view/4985
6261,"CEOS Cal Val Test Site - Railroad Valley Playa, USA - Instrumented Site","cwic,geospatial","earth science,land surface,surface thermal properties,land use/land cover,surface radiative properties,spectral/engineering,sensor characteristics,ngda,national geospatial data asset",https://cmr.earthdata.nasa.gov:443/search/concepts/C1220567084-USGS_LTA.html
6262,AMSR-E/Aqua surface soil moisture (LPRM) L2B V002 (LPRM_AMSRE_SOILM2) at GES DISC,"aqua,geospatial","earth science,biosphere,vegetation,land surface,soils,surface thermal properties",https://doi.org/10.5067/WLVYB96A3GEA
6263,DEEP IMPACT 9P/TEMPEL CRUISE - RAW HRII CALIB DATA V1.0,earth science,"deep impact,calibration",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=DIF-CAL-HRII-2-9P-CRUISE-V1.0
